Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2025-01-04 04:22:00+00:00,97908.953125,97908.953125,97907.7734375,97907.7734375,0
2025-01-04 04:24:00+00:00,97909.4765625,97913.4765625,97909.4765625,97913.4765625,0
2025-01-04 04:26:00+00:00,97911.4375,97911.4375,97897.71875,97897.71875,892928
2025-01-04 04:28:00+00:00,97911.90625,97920.8671875,97911.90625,97920.8671875,1060864
2025-01-04 04:30:00+00:00,97887.5234375,97887.5234375,97887.5234375,97887.5234375,860160
2025-01-04 04:32:00+00:00,97861.859375,97867.171875,97861.859375,97867.171875,3002368
2025-01-04 04:34:00+00:00,97858.0078125,97858.0078125,97858.0078125,97858.0078125,5165056
2025-01-04 04:36:00+00:00,97884.359375,97892.9375,97884.359375,97892.9375,12681216
2025-01-04 04:38:00+00:00,97916.046875,97916.046875,97893.2734375,97893.2734375,11694080
2025-01-04 04:40:00+00:00,97947.953125,97947.953125,97934.6640625,97934.6640625,4014080
2025-01-04 04:42:00+00:00,97953.375,97953.375,97953.375,97953.375,1941504
2025-01-04 04:44:00+00:00,97961.671875,97973.640625,97961.671875,97973.640625,8278016
2025-01-04 04:46:00+00:00,97918.40625,97944.984375,97918.40625,97944.984375,0
2025-01-04 04:48:00+00:00,97919.4921875,97928.6640625,97919.4921875,97928.6640625,421888
2025-01-04 04:50:00+00:00,97911.4765625,97915.859375,97911.4765625,97915.859375,0
2025-01-04 04:52:00+00:00,97913.9140625,97922.5859375,97913.9140625,97922.5859375,0
2025-01-04 04:54:00+00:00,97913.6171875,97913.6171875,97913.6171875,97913.6171875,0
2025-01-04 04:56:00+00:00,97932.1796875,97932.1796875,97925.078125,97925.078125,0
2025-01-04 04:58:00+00:00,97940.3828125,97940.3828125,97940.3828125,97940.3828125,0
2025-01-04 05:00:00+00:00,97968.671875,97968.671875,97958.8984375,97958.8984375,13254656
2025-01-04 05:02:00+00:00,97976.953125,97976.953125,97961.65625,97961.65625,0
2025-01-04 05:04:00+00:00,97977.3046875,97977.3046875,97972.4296875,97972.4296875,0
2025-01-04 05:06:00+00:00,97967.1484375,97967.1484375,97967.1484375,97967.1484375,0
2025-01-04 05:08:00+00:00,97985.4296875,97985.4296875,97973.5859375,97973.5859375,0
2025-01-04 05:10:00+00:00,97975.484375,97981.1875,97975.484375,97981.1875,0
2025-01-04 05:12:00+00:00,97980.1015625,97980.1015625,97969.046875,97969.046875,0
