time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
4/4/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/5/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/6/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/7/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/8/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/9/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/10/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/11/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/12/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/13/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/14/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/15/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/16/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/17/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/18/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/19/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/20/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/21/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/22/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/23/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/24/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/25/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/26/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/27/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/28/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/29/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/30/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/1/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/2/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/3/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/4/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/5/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/6/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/7/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/8/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/9/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/10/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/11/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/12/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/13/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/14/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/15/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/16/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/17/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/18/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/19/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/20/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/21/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/22/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/23/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/24/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/25/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/26/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/27/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/28/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/29/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/30/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/31/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/1/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/2/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/3/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/4/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/5/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/6/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/7/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/8/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/9/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/10/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/11/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/12/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/13/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/14/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/15/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/16/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/17/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/18/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/19/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/20/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/21/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/22/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/23/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/24/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/25/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/26/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/27/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/28/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/29/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
6/30/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/1/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/2/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/3/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/4/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/5/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/6/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/7/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/8/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/9/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/10/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/11/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/12/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/13/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/14/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/15/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/16/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/17/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/18/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/19/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/20/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/21/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/22/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/23/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/24/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/25/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/26/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/27/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/28/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/29/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/30/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
7/31/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/1/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/2/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/3/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/4/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/5/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/6/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/7/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/8/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/9/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/10/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/11/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/12/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/13/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/14/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/15/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/16/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/17/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/18/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/19/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/20/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/21/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/22/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/23/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/24/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/25/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/26/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/27/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/28/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/29/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/30/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
8/31/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/1/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/2/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/3/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/4/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/5/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/6/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/7/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/8/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/9/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/10/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/11/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/12/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/13/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/14/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/15/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/16/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/17/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/18/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/19/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/20/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/21/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/22/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/23/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/24/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/25/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/26/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/27/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/28/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/29/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
9/30/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/1/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/2/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/3/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/4/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/5/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/6/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/7/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/8/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/9/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/10/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/11/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/12/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/13/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/14/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/15/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/16/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/17/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/18/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/19/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/20/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/21/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/22/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/23/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/24/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/25/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/26/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/27/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/28/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/29/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/30/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
10/31/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/1/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/2/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/3/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/4/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/5/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/6/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/7/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/8/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/9/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/10/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/11/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/12/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/13/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/14/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/15/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/16/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/17/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/18/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/19/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/20/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/21/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/22/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/23/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/24/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/25/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/26/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/27/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/28/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/29/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
11/30/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/1/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/2/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/3/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/4/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/5/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/6/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/7/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/8/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/9/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/10/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/11/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/12/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/13/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/14/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/15/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/16/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/17/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/18/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/19/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/20/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/21/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/22/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/23/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/24/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/25/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/26/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/27/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/28/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/29/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/30/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
12/31/2009,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/1/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/2/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/3/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/4/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/5/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/6/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/7/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/8/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/9/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/10/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/11/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/12/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/13/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/14/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/15/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/16/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/17/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/18/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/19/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/20/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/21/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/22/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/23/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/24/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/25/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/26/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/27/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/28/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/29/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/30/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
1/31/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/1/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/2/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/3/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/4/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/5/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/6/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/7/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/8/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/9/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/10/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/11/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/12/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/13/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/14/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/15/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/16/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/17/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/18/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/19/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/20/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/21/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/22/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/23/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/24/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/25/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/26/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/27/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
2/28/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/1/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/2/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/3/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/4/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/5/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/6/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/7/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/8/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/9/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/10/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/11/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/12/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/13/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/14/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/15/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/16/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/17/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/18/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/19/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/20/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/21/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/22/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/23/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/24/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/25/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/26/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/27/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/28/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/29/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/30/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
3/31/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/1/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/2/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/3/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/4/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/5/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/6/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/7/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/8/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/9/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/10/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/11/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/12/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/13/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/14/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/15/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/16/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/17/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/18/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/19/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/20/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/21/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/22/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/23/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/24/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/25/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/26/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/27/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/28/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/29/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
4/30/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/1/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/2/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/3/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/4/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/5/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/6/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
5/7/2010,67945.14,67945.14,67945.14,0,0,67945.14,direct,
