Price,Close,High,Low,Open,Volume
Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
Datetime,,,,,
2025-01-04 04:22:00+00:00,3589.909912109375,3590.11083984375,3589.909912109375,3590.11083984375,0
2025-01-04 04:24:00+00:00,3589.98046875,3589.98046875,3589.98046875,3589.98046875,1660928
2025-01-04 04:26:00+00:00,3589.694580078125,3589.694580078125,3589.611572265625,3589.611572265625,9580544
2025-01-04 04:28:00+00:00,3588.582275390625,3588.804443359375,3588.582275390625,3588.804443359375,1032192
2025-01-04 04:32:00+00:00,3584.991943359375,3584.991943359375,3584.991943359375,3584.991943359375,13455360
2025-01-04 04:34:00+00:00,3585.42919921875,3585.42919921875,3584.39208984375,3584.39208984375,5548032
2025-01-04 04:36:00+00:00,3584.20947265625,3584.20947265625,3584.20947265625,3584.20947265625,0
2025-01-04 04:38:00+00:00,3583.581298828125,3583.96435546875,3583.581298828125,3583.96435546875,83968
2025-01-04 04:40:00+00:00,3583.9384765625,3583.9384765625,3583.9384765625,3583.9384765625,309248
2025-01-04 04:42:00+00:00,3586.41552734375,3586.41552734375,3585.701171875,3585.701171875,8929280
2025-01-04 04:44:00+00:00,3588.71142578125,3588.71142578125,3588.71142578125,3588.71142578125,0
2025-01-04 04:46:00+00:00,3585.47705078125,3585.47705078125,3585.47705078125,3585.47705078125,0
2025-01-04 04:48:00+00:00,3587.14990234375,3587.14990234375,3586.65283203125,3586.65283203125,1820672
2025-01-04 04:50:00+00:00,3586.83251953125,3587.277099609375,3586.83251953125,3587.277099609375,3993600
2025-01-04 04:52:00+00:00,3587.521484375,3587.521484375,3587.521484375,3587.521484375,1755136
2025-01-04 04:56:00+00:00,3587.432373046875,3587.432373046875,3587.02392578125,3587.02392578125,4831232
2025-01-04 04:58:00+00:00,3588.740234375,3588.7939453125,3588.740234375,3588.7939453125,3631104
2025-01-04 05:00:00+00:00,3589.88232421875,3589.88232421875,3589.695556640625,3589.695556640625,1341440
2025-01-04 05:02:00+00:00,3588.408203125,3589.3876953125,3588.408203125,3589.3876953125,0
2025-01-04 05:04:00+00:00,3587.756103515625,3587.756103515625,3587.688232421875,3587.688232421875,0
2025-01-04 05:08:00+00:00,3587.110107421875,3587.123779296875,3587.110107421875,3587.123779296875,0
2025-01-04 05:10:00+00:00,3586.6767578125,3586.6767578125,3586.6767578125,3586.6767578125,0
2025-01-04 05:12:00+00:00,3585.970458984375,3585.970458984375,3585.652099609375,3585.652099609375,163840
2025-01-04 05:14:00+00:00,3586.4599609375,3586.4599609375,3586.452880859375,3586.452880859375,2660352
2025-01-04 05:16:00+00:00,3587.913818359375,3587.913818359375,3587.913818359375,3587.913818359375,3887104
2025-01-04 05:18:00+00:00,3588.272216796875,3588.272216796875,3588.272216796875,3588.272216796875,223232
2025-01-04 05:20:00+00:00,3589.269287109375,3589.269287109375,3589.148681640625,3589.148681640625,866304
2025-01-04 05:22:00+00:00,3592.20751953125,3592.20751953125,3592.20751953125,3592.20751953125,0
2025-01-04 05:24:00+00:00,3590.90869140625,3591.19384765625,3590.90869140625,3591.19384765625,4661248
2025-01-04 05:26:00+00:00,3592.32275390625,3592.458251953125,3592.32275390625,3592.458251953125,8873984
2025-01-04 05:28:00+00:00,3592.976806640625,3592.976806640625,3592.734130859375,3592.734130859375,0
2025-01-04 05:30:00+00:00,3593.15625,3593.15625,3593.107666015625,3593.107666015625,0
2025-01-04 05:32:00+00:00,3592.086181640625,3592.086181640625,3592.086181640625,3592.086181640625,0
2025-01-04 05:34:00+00:00,3592.844482421875,3593.65283203125,3592.844482421875,3593.65283203125,1345536
2025-01-04 05:36:00+00:00,3592.764404296875,3592.98681640625,3592.764404296875,3592.98681640625,0
2025-01-04 05:38:00+00:00,3592.15234375,3592.15234375,3592.15234375,3592.15234375,198203392
2025-01-04 05:40:00+00:00,3592.606689453125,3592.606689453125,3592.606689453125,3592.606689453125,624640
2025-01-04 05:42:00+00:00,3593.599365234375,3593.990966796875,3593.599365234375,3593.990966796875,1693696
2025-01-04 05:44:00+00:00,3593.534912109375,3593.534912109375,3593.534912109375,3593.534912109375,0
2025-01-04 05:46:00+00:00,3593.28173828125,3593.28173828125,3593.28173828125,3593.28173828125,0
2025-01-04 05:48:00+00:00,3592.88525390625,3593.072998046875,3592.88525390625,3593.072998046875,1536000
