Price,Close,High,Low,Open,Volume
Ticker,STETH-USD,STETH-USD,STETH-USD,STETH-USD,STETH-USD
Datetime,,,,,
2025-01-04 04:24:00+00:00,3587.100341796875,3587.100341796875,3587.100341796875,3587.100341796875,0
2025-01-04 04:30:00+00:00,3586.87939453125,3586.87939453125,3586.87939453125,3586.87939453125,0
2025-01-04 04:34:00+00:00,3582.428466796875,3582.428466796875,3582.428466796875,3582.428466796875,0
2025-01-04 04:38:00+00:00,3582.441650390625,3582.441650390625,3582.441650390625,3582.441650390625,0
2025-01-04 04:44:00+00:00,3581.989990234375,3581.989990234375,3581.989990234375,3581.989990234375,322004
2025-01-04 04:50:00+00:00,3582.95703125,3582.95703125,3582.95703125,3582.95703125,0
2025-01-04 04:52:00+00:00,3584.95458984375,3584.95458984375,3584.95458984375,3584.95458984375,0
2025-01-04 05:00:00+00:00,3584.966796875,3584.966796875,3584.966796875,3584.966796875,0
2025-01-04 05:04:00+00:00,3585.054931640625,3585.054931640625,3585.054931640625,3585.054931640625,0
2025-01-04 05:08:00+00:00,3584.663818359375,3584.663818359375,3584.663818359375,3584.663818359375,0
2025-01-04 05:14:00+00:00,3583.76953125,3583.76953125,3583.76953125,3583.76953125,0
2025-01-04 05:20:00+00:00,3585.839111328125,3585.839111328125,3585.839111328125,3585.839111328125,0
2025-01-04 05:24:00+00:00,3588.55615234375,3588.55615234375,3588.55615234375,3588.55615234375,0
2025-01-04 05:30:00+00:00,3590.376220703125,3590.376220703125,3590.376220703125,3590.376220703125,0
2025-01-04 05:34:00+00:00,3590.2568359375,3590.2568359375,3590.2568359375,3590.2568359375,0
2025-01-04 05:40:00+00:00,3589.962158203125,3589.962158203125,3589.962158203125,3589.962158203125,0
2025-01-04 05:44:00+00:00,3590.9892578125,3590.9892578125,3590.9892578125,3590.9892578125,0
2025-01-04 05:48:00+00:00,3590.26708984375,3590.26708984375,3590.26708984375,3590.26708984375,0
2025-01-04 05:54:00+00:00,3588.56005859375,3588.56005859375,3588.56005859375,3588.56005859375,0
2025-01-04 06:00:00+00:00,3591.43115234375,3591.43115234375,3591.43115234375,3591.43115234375,0
2025-01-04 06:04:00+00:00,3593.162353515625,3593.162353515625,3593.162353515625,3593.162353515625,0
2025-01-04 06:08:00+00:00,3593.742431640625,3593.742431640625,3593.742431640625,3593.742431640625,0
2025-01-04 06:14:00+00:00,3598.3037109375,3598.3037109375,3598.3037109375,3598.3037109375,3180
2025-01-04 06:18:00+00:00,3601.66064453125,3601.66064453125,3601.66064453125,3601.66064453125,0
2025-01-04 06:24:00+00:00,3598.13330078125,3598.13330078125,3598.13330078125,3598.13330078125,0
2025-01-04 06:30:00+00:00,3598.916259765625,3598.916259765625,3598.916259765625,3598.916259765625,0
2025-01-04 06:34:00+00:00,3596.89306640625,3596.89306640625,3596.89306640625,3596.89306640625,0
2025-01-04 06:40:00+00:00,3596.955322265625,3596.955322265625,3596.955322265625,3596.955322265625,0
2025-01-04 06:44:00+00:00,3596.5947265625,3596.5947265625,3596.5947265625,3596.5947265625,41868
2025-01-04 06:50:00+00:00,3595.14453125,3595.14453125,3595.14453125,3595.14453125,0
2025-01-04 06:54:00+00:00,3595.963623046875,3595.963623046875,3595.963623046875,3595.963623046875,3924
2025-01-04 07:00:00+00:00,3596.8310546875,3596.8310546875,3596.8310546875,3596.8310546875,3956
2025-01-04 07:04:00+00:00,3596.445556640625,3596.445556640625,3596.445556640625,3596.445556640625,4404
2025-01-04 07:10:00+00:00,3597.19384765625,3597.19384765625,3597.19384765625,3597.19384765625,0
2025-01-04 07:14:00+00:00,3602.6171875,3602.6171875,3602.6171875,3602.6171875,0
2025-01-04 07:20:00+00:00,3602.479248046875,3602.479248046875,3602.479248046875,3602.479248046875,32056
2025-01-04 07:24:00+00:00,3598.203857421875,3598.203857421875,3598.203857421875,3598.203857421875,579484
2025-01-04 07:30:00+00:00,3599.84033203125,3599.84033203125,3599.84033203125,3599.84033203125,33736
2025-01-04 07:34:00+00:00,3599.9912109375,3599.9912109375,3599.9912109375,3599.9912109375,0
2025-01-04 07:40:00+00:00,3599.896728515625,3599.896728515625,3599.896728515625,3599.896728515625,0
2025-01-04 07:44:00+00:00,3598.968017578125,3598.968017578125,3598.968017578125,3598.968017578125,0
2025-01-04 07:50:00+00:00,3596.6787109375,3596.6787109375,3596.6787109375,3596.6787109375,0
2025-01-04 07:54:00+00:00,3593.744384765625,3593.744384765625,3593.744384765625,3593.744384765625,0
2025-01-04 08:00:00+00:00,3591.159423828125,3591.159423828125,3591.159423828125,3591.159423828125,0
2025-01-04 08:04:00+00:00,3591.218994140625,3591.218994140625,3591.218994140625,3591.218994140625,0
2025-01-04 08:08:00+00:00,3591.303955078125,3591.303955078125,3591.303955078125,3591.303955078125,0
2025-01-04 08:14:00+00:00,3598.267578125,3598.267578125,3598.267578125,3598.267578125,21828
2025-01-04 08:18:00+00:00,3596.720703125,3596.720703125,3596.720703125,3596.720703125,0
2025-01-04 08:24:00+00:00,3595.162841796875,3595.162841796875,3595.162841796875,3595.162841796875,0
2025-01-04 08:30:00+00:00,3589.212646484375,3589.212646484375,3589.212646484375,3589.212646484375,0
2025-01-04 08:34:00+00:00,3593.053466796875,3593.053466796875,3593.053466796875,3593.053466796875,0
2025-01-04 08:40:00+00:00,3593.471923828125,3593.471923828125,3593.471923828125,3593.471923828125,169052
2025-01-04 08:44:00+00:00,3590.113037109375,3590.113037109375,3590.113037109375,3590.113037109375,66828
2025-01-04 08:48:00+00:00,3585.62939453125,3585.62939453125,3585.62939453125,3585.62939453125,0
2025-01-04 08:54:00+00:00,3586.313232421875,3586.313232421875,3586.313232421875,3586.313232421875,0
2025-01-04 09:00:00+00:00,3583.4267578125,3583.4267578125,3583.4267578125,3583.4267578125,0
2025-01-04 09:04:00+00:00,3585.767578125,3585.767578125,3585.767578125,3585.767578125,0
2025-01-04 09:08:00+00:00,3584.616455078125,3584.616455078125,3584.616455078125,3584.616455078125,0
2025-01-04 09:14:00+00:00,3582.25537109375,3582.25537109375,3582.25537109375,3582.25537109375,145988
2025-01-04 09:18:00+00:00,3587.781005859375,3587.781005859375,3587.781005859375,3587.781005859375,0
2025-01-04 09:24:00+00:00,3590.033203125,3590.033203125,3590.033203125,3590.033203125,0
2025-01-04 09:30:00+00:00,3590.33203125,3590.33203125,3590.33203125,3590.33203125,0
2025-01-04 09:34:00+00:00,3590.296142578125,3590.296142578125,3590.296142578125,3590.296142578125,52600
2025-01-04 09:40:00+00:00,3586.946533203125,3586.946533203125,3586.946533203125,3586.946533203125,0
2025-01-04 09:44:00+00:00,3586.777099609375,3586.777099609375,3586.777099609375,3586.777099609375,0
2025-01-04 09:48:00+00:00,3584.6748046875,3584.6748046875,3584.6748046875,3584.6748046875,0
2025-01-04 09:54:00+00:00,3584.795166015625,3584.795166015625,3584.795166015625,3584.795166015625,0
2025-01-04 10:00:00+00:00,3584.882568359375,3584.882568359375,3584.882568359375,3584.882568359375,0
