Price,Close,High,Low,Open,Volume
Ticker,WBTC-USD,WBTC-USD,WBTC-USD,WBTC-USD,WBTC-USD
Datetime,,,,,
2025-01-04 04:24:00+00:00,97780.078125,97780.078125,97780.078125,97780.078125,0
2025-01-04 04:28:00+00:00,97777.375,97777.375,97777.375,97777.375,0
2025-01-04 04:34:00+00:00,97748.03125,97748.03125,97748.03125,97748.03125,204288
2025-01-04 04:38:00+00:00,97739.4296875,97739.4296875,97739.4296875,97739.4296875,0
2025-01-04 04:44:00+00:00,97757.3125,97757.3125,97757.3125,97757.3125,143680
2025-01-04 04:48:00+00:00,97759.7265625,97759.7265625,97759.7265625,97759.7265625,0
2025-01-04 04:52:00+00:00,97753.3828125,97753.3828125,97753.3828125,97753.3828125,0
2025-01-04 05:00:00+00:00,97765.1953125,97765.1953125,97765.1953125,97765.1953125,0
2025-01-04 05:04:00+00:00,97769.921875,97769.921875,97769.921875,97769.921875,0
2025-01-04 05:08:00+00:00,97752.3671875,97752.3671875,97752.3671875,97752.3671875,0
2025-01-04 05:14:00+00:00,97760.4140625,97760.4140625,97760.4140625,97760.4140625,0
2025-01-04 05:20:00+00:00,97798.234375,97798.234375,97798.234375,97798.234375,0
2025-01-04 05:24:00+00:00,97814.6875,97814.6875,97814.6875,97814.6875,30656
2025-01-04 05:30:00+00:00,97821.3515625,97821.3515625,97821.3515625,97821.3515625,0
2025-01-04 05:34:00+00:00,97841.453125,97841.453125,97841.453125,97841.453125,0
2025-01-04 05:40:00+00:00,97851.90625,97851.90625,97851.90625,97851.90625,0
2025-01-04 05:44:00+00:00,97869.2109375,97869.2109375,97869.2109375,97869.2109375,35952
2025-01-04 05:48:00+00:00,97853.265625,97853.265625,97853.265625,97853.265625,0
2025-01-04 05:54:00+00:00,97873.2109375,97873.2109375,97873.2109375,97873.2109375,0
2025-01-04 06:00:00+00:00,97834.015625,97834.015625,97834.015625,97834.015625,0
