Price,Close,High,Low,Open,Volume
Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
Datetime,,,,,
2023-02-04 04:00:00+00:00,1653.0252685546875,1654.7119140625,1652.4578857421875,1654.6685791015625,0
2023-02-04 05:00:00+00:00,1650.6732177734375,1653.1109619140625,1648.189208984375,1653.076171875,0
2023-02-04 06:00:00+00:00,1653.91943359375,1653.91943359375,1649.3602294921875,1650.8712158203125,0
2023-02-04 07:00:00+00:00,1657.1273193359375,1657.1273193359375,1653.7470703125,1653.8472900390625,0
2023-02-04 08:00:00+00:00,1653.7967529296875,1657.5919189453125,1653.7967529296875,1657.1275634765625,0
2023-02-04 09:00:00+00:00,1657.0274658203125,1657.0274658203125,1652.6376953125,1653.4996337890625,26386944
2023-02-04 10:00:00+00:00,1660.3642578125,1661.348876953125,1657.070068359375,1657.070068359375,33610752
2023-02-04 11:00:00+00:00,1661.171630859375,1661.822265625,1659.9522705078125,1660.335205078125,0
2023-02-04 12:00:00+00:00,1665.6571044921875,1665.6571044921875,1661.1749267578125,1661.1749267578125,0
2023-02-04 13:00:00+00:00,1684.636962890625,1690.099609375,1665.86181640625,1665.9814453125,0
2023-02-04 14:00:00+00:00,1679.3978271484375,1684.5413818359375,1677.2515869140625,1684.529296875,0
2023-02-04 15:00:00+00:00,1679.3326416015625,1680.5345458984375,1677.1461181640625,1679.7449951171875,0
2023-02-04 16:00:00+00:00,1677.9466552734375,1681.38232421875,1675.939453125,1679.2181396484375,0
2023-02-04 17:00:00+00:00,1681.8740234375,1682.1671142578125,1678.172607421875,1678.172607421875,0
2023-02-04 18:00:00+00:00,1678.634033203125,1682.4100341796875,1675.6300048828125,1681.970947265625,0
2023-02-04 19:00:00+00:00,1676.45166015625,1678.9083251953125,1676.0291748046875,1678.6241455078125,0
2023-02-04 20:00:00+00:00,1679.169921875,1679.6055908203125,1675.5126953125,1676.3447265625,0
2023-02-04 21:00:00+00:00,1679.3658447265625,1679.6495361328125,1676.8099365234375,1679.1593017578125,0
2023-02-04 22:00:00+00:00,1682.04150390625,1684.4969482421875,1679.3743896484375,1679.5435791015625,0
2023-02-04 23:00:00+00:00,1667.0498046875,1682.618896484375,1665.607666015625,1681.9444580078125,132412928
2023-02-05 00:00:00+00:00,1662.476318359375,1670.1258544921875,1662.476318359375,1667.16650390625,63201792
2023-02-05 01:00:00+00:00,1665.9091796875,1666.9957275390625,1662.722412109375,1662.722412109375,7931392
2023-02-05 02:00:00+00:00,1663.74169921875,1668.6630859375,1663.74169921875,1666.0621337890625,0
2023-02-05 03:00:00+00:00,1661.632568359375,1663.95458984375,1660.79736328125,1663.65283203125,92418560
2023-02-05 04:00:00+00:00,1665.35693359375,1665.35693359375,1661.4075927734375,1661.63720703125,39435776
2023-02-05 05:00:00+00:00,1666.8389892578125,1667.0506591796875,1664.6317138671875,1665.2265625,0
2023-02-05 06:00:00+00:00,1668.21240234375,1668.999267578125,1665.1912841796875,1666.9322509765625,29248512
2023-02-05 07:00:00+00:00,1668.3974609375,1669.0838623046875,1666.537353515625,1668.26318359375,0
2023-02-05 08:00:00+00:00,1670.330810546875,1671.378173828125,1667.5289306640625,1668.447509765625,10318336
2023-02-05 09:00:00+00:00,1667.154052734375,1671.770263671875,1667.154052734375,1670.349609375,0
2023-02-05 10:00:00+00:00,1668.8255615234375,1669.290771484375,1666.839111328125,1667.1998291015625,0
2023-02-05 11:00:00+00:00,1664.18359375,1669.2537841796875,1663.3214111328125,1668.742919921875,28815872
2023-02-05 12:00:00+00:00,1647.43896484375,1665.264404296875,1644.0799560546875,1664.1370849609375,254434816
2023-02-05 13:00:00+00:00,1648.6317138671875,1651.95556640625,1643.9091796875,1647.85107421875,0
2023-02-05 14:00:00+00:00,1652.44970703125,1653.0159912109375,1647.4080810546875,1648.885009765625,0
2023-02-05 15:00:00+00:00,1645.6983642578125,1655.19384765625,1644.4862060546875,1652.3720703125,137152512
2023-02-05 16:00:00+00:00,1641.3673095703125,1646.7501220703125,1641.2166748046875,1645.6943359375,86217216
2023-02-05 17:00:00+00:00,1623.7034912109375,1641.503662109375,1623.7034912109375,1641.503662109375,439882240
2023-02-05 18:00:00+00:00,1619.594970703125,1625.291259765625,1619.594970703125,1623.85009765625,121885184
2023-02-05 19:00:00+00:00,1622.3052978515625,1622.32373046875,1617.3367919921875,1619.263427734375,174515712
