Price,Close,High,Low,Open,Volume
Ticker,MPRO31258-USD,MPRO31258-USD,MPRO31258-USD,MPRO31258-USD,MPRO31258-USD
Datetime,,,,,
2024-05-23 07:00:00+00:00,2.309443712234497,2.4117698669433594,2.3090434074401855,2.4095888137817383,0
2024-05-23 08:00:00+00:00,2.311046600341797,2.3114466667175293,2.3093113899230957,2.3109989166259766,0
2024-05-23 09:00:00+00:00,2.3111674785614014,2.3118131160736084,2.3097667694091797,2.310159206390381,255
2024-05-23 10:00:00+00:00,2.3110246658325195,2.3113064765930176,2.309558391571045,2.31001353263855,274
2024-05-23 11:00:00+00:00,2.3094985485076904,2.3114609718322754,2.3093557357788086,2.3111085891723633,43
2024-05-23 12:00:00+00:00,2.3114256858825684,2.3114256858825684,2.3090097904205322,2.3107683658599854,7
2024-05-23 13:00:00+00:00,2.3109230995178223,2.311886787414551,2.3099300861358643,2.3100762367248535,0
2024-05-23 14:00:00+00:00,2.310497760772705,2.3112244606018066,2.3094561100006104,2.3099911212921143,0
2024-05-23 15:00:00+00:00,2.3086869716644287,2.310419797897339,2.3086178302764893,2.310049057006836,166
2024-05-23 16:00:00+00:00,2.3103537559509277,2.3107755184173584,2.3086390495300293,2.309063196182251,172
2024-05-23 17:00:00+00:00,2.308929443359375,2.3106870651245117,2.308547019958496,2.3091673851013184,0
2024-05-23 18:00:00+00:00,2.3091697692871094,2.3105103969573975,2.308546304702759,2.308908224105835,290
2024-05-23 19:00:00+00:00,2.3086585998535156,2.310359001159668,2.3083014488220215,2.3083014488220215,159
2024-05-23 20:00:00+00:00,2.3093059062957764,2.3104629516601562,2.3080825805664062,2.3080825805664062,270
2024-05-23 21:00:00+00:00,2.3096694946289062,2.3111085891723633,2.30754017829895,2.308854103088379,454
2024-05-23 22:00:00+00:00,2.309101104736328,2.310917615890503,2.3090200424194336,2.3104615211486816,346
2024-05-23 23:00:00+00:00,2.310045003890991,2.3122315406799316,2.309924602508545,2.3105971813201904,176
2024-05-24 00:00:00+00:00,2.310790538787842,2.311145782470703,2.309203624725342,2.309203624725342,195
2024-05-24 01:00:00+00:00,2.309692621231079,2.31123423576355,2.309692621231079,2.3110828399658203,0
