Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,,
2024-11-30 12:28:00+00:00,96540.0703125,96540.0703125,96540.0703125,96540.0703125,96540.0703125,0
2024-11-30 12:30:00+00:00,96527.0234375,96527.0234375,96531.4453125,96527.0234375,96531.4453125,0
2024-11-30 12:32:00+00:00,96524.2890625,96524.2890625,96524.2890625,96520.6640625,96520.6640625,0
2024-11-30 12:34:00+00:00,96518.0390625,96518.0390625,96518.0390625,96518.0390625,96518.0390625,0
2024-11-30 12:36:00+00:00,96576.9609375,96576.9609375,96576.9609375,96576.9609375,96576.9609375,0
2024-11-30 12:38:00+00:00,96552.671875,96552.671875,96573.4296875,96552.671875,96573.4296875,0
2024-11-30 12:40:00+00:00,96556.5703125,96556.5703125,96556.5703125,96556.5703125,96556.5703125,0
2024-11-30 12:42:00+00:00,96564.3359375,96564.3359375,96589.15625,96564.3359375,96589.15625,0
2024-11-30 12:44:00+00:00,96554.359375,96554.359375,96554.359375,96554.359375,96554.359375,0
2024-11-30 12:46:00+00:00,96562.0390625,96562.0390625,96562.0390625,96562.0390625,96562.0390625,0
2024-11-30 12:48:00+00:00,96524.0234375,96524.0234375,96535.0078125,96524.0234375,96535.0078125,0
2024-11-30 12:50:00+00:00,96519.4453125,96519.4453125,96519.4453125,96519.4453125,96519.4453125,0
2024-11-30 12:52:00+00:00,96573.671875,96573.671875,96573.671875,96573.671875,96573.671875,0
2024-11-30 12:54:00+00:00,96527.875,96527.875,96560.9609375,96527.875,96560.9609375,0
2024-11-30 12:56:00+00:00,96556.5546875,96556.5546875,96556.5546875,96556.5546875,96556.5546875,0
2024-11-30 12:58:00+00:00,96572.2578125,96572.2578125,96572.2578125,96572.2578125,96572.2578125,0
2024-11-30 13:00:00+00:00,96584.1328125,96584.1328125,96584.1328125,96584.1328125,96584.1328125,0
2024-11-30 13:02:00+00:00,96593.15625,96593.15625,96593.15625,96590.1328125,96590.1328125,565248
2024-11-30 13:04:00+00:00,96603.71875,96603.71875,96603.71875,96603.71875,96603.71875,0
2024-11-30 13:06:00+00:00,96622.0625,96622.0625,96624.09375,96622.0625,96624.09375,4128768
2024-11-30 13:08:00+00:00,96592.421875,96592.421875,96592.421875,96592.421875,96592.421875,0
2024-11-30 13:10:00+00:00,96583.3984375,96583.3984375,96583.3984375,96583.3984375,96583.3984375,0
2024-11-30 13:12:00+00:00,96589.125,96589.125,96589.125,96589.125,96589.125,0
2024-11-30 13:14:00+00:00,96669.375,96669.375,96669.375,96669.375,96669.375,0
2024-11-30 13:16:00+00:00,96694.1328125,96694.1328125,96694.1328125,96694.1328125,96694.1328125,0
2024-11-30 13:18:00+00:00,96688.78125,96688.78125,96706.0234375,96688.78125,96706.0234375,0
2024-11-30 13:20:00+00:00,96666.765625,96666.765625,96666.765625,96666.765625,96666.765625,0
2024-11-30 13:24:00+00:00,96691.40625,96691.40625,96691.40625,96659.1484375,96659.1484375,4333568
2024-11-30 13:26:00+00:00,96687.8046875,96687.8046875,96687.8046875,96687.8046875,96687.8046875,114688
2024-11-30 13:28:00+00:00,96672.796875,96672.796875,96672.796875,96672.796875,96672.796875,249856
2024-11-30 13:30:00+00:00,96627.5625,96627.5625,96648.28125,96627.5625,96648.28125,0
2024-11-30 13:32:00+00:00,96628.6796875,96628.6796875,96628.6796875,96628.6796875,96628.6796875,0
2024-11-30 13:34:00+00:00,96710.7890625,96710.7890625,96710.7890625,96710.7890625,96710.7890625,2695168
2024-11-30 13:36:00+00:00,96696.4765625,96696.4765625,96696.4765625,96696.4765625,96696.4765625,0
2024-11-30 13:38:00+00:00,96665.375,96665.375,96665.375,96665.375,96665.375,0
2024-11-30 13:40:00+00:00,96630.3828125,96630.3828125,96630.3828125,96630.3828125,96630.3828125,0
2024-11-30 13:42:00+00:00,96616.96875,96616.96875,96616.96875,96598.84375,96598.84375,0
2024-11-30 13:44:00+00:00,96626.7578125,96626.7578125,96626.7578125,96626.7578125,96626.7578125,0
2024-11-30 13:46:00+00:00,96640.984375,96640.984375,96640.984375,96640.984375,96640.984375,0
2024-11-30 13:48:00+00:00,96642.2890625,96642.2890625,96667.15625,96642.2890625,96667.15625,0
2024-11-30 13:50:00+00:00,96610.3359375,96610.3359375,96610.3359375,96610.3359375,96610.3359375,0
2024-11-30 13:52:00+00:00,96603.0625,96603.0625,96603.0625,96603.0625,96603.0625,0
2024-11-30 13:54:00+00:00,96570.953125,96570.953125,96570.953125,96570.953125,96570.953125,0
2024-11-30 13:56:00+00:00,96508.921875,96508.921875,96536.21875,96508.921875,96536.21875,0
2024-11-30 13:58:00+00:00,96502.9375,96502.9375,96502.9375,96502.9375,96502.9375,0
2024-11-30 14:00:00+00:00,96376.421875,96376.421875,96461.3359375,96376.421875,96461.3359375,0
2024-11-30 14:02:00+00:00,96489.0234375,96489.0234375,96489.0234375,96489.0234375,96489.0234375,0
2024-11-30 14:04:00+00:00,96483.6796875,96483.6796875,96483.6796875,96483.6796875,96483.6796875,0
2024-11-30 14:06:00+00:00,96514.8828125,96514.8828125,96514.8828125,96498.1484375,96498.1484375,0
2024-11-30 14:08:00+00:00,96532.8046875,96532.8046875,96532.8046875,96532.8046875,96532.8046875,0
2024-11-30 14:10:00+00:00,96583.71875,96583.71875,96583.71875,96583.71875,96583.71875,0
2024-11-30 14:12:00+00:00,96601.7265625,96601.7265625,96601.7265625,96601.7265625,96601.7265625,0
2024-11-30 14:14:00+00:00,96631.96875,96631.96875,96631.96875,96631.96875,96631.96875,2187264
2024-11-30 14:16:00+00:00,96679.9609375,96679.9609375,96679.9609375,96679.9609375,96679.9609375,0
2024-11-30 14:18:00+00:00,96677.25,96677.25,96677.25,96665.84375,96665.84375,0
2024-11-30 14:20:00+00:00,96622.9765625,96622.9765625,96622.9765625,96622.9765625,96622.9765625,0
2024-11-30 14:22:00+00:00,96623.2109375,96623.2109375,96623.2109375,96623.2109375,96623.2109375,0
2024-11-30 14:24:00+00:00,96630.0546875,96630.0546875,96630.0546875,96630.0546875,96630.0546875,0
2024-11-30 14:26:00+00:00,96616.4765625,96616.4765625,96616.4765625,96611.7265625,96611.7265625,0
2024-11-30 14:28:00+00:00,96685.3359375,96685.3359375,96685.3359375,96685.3359375,96685.3359375,0
2024-11-30 14:30:00+00:00,96706.765625,96706.765625,96706.765625,96674.203125,96674.203125,294912
2024-11-30 14:32:00+00:00,96720.9375,96720.9375,96720.9375,96720.9375,96720.9375,0
2024-11-30 14:34:00+00:00,96706.5390625,96706.5390625,96706.5390625,96706.5390625,96706.5390625,0
2024-11-30 14:36:00+00:00,96658.6015625,96658.6015625,96658.6015625,96658.6015625,96658.6015625,0
2024-11-30 14:38:00+00:00,96586.765625,96586.765625,96631.453125,96586.765625,96631.453125,0
2024-11-30 14:40:00+00:00,96607.015625,96607.015625,96607.015625,96607.015625,96607.015625,0
2024-11-30 14:42:00+00:00,96648.7734375,96648.7734375,96648.7734375,96637.1484375,96637.1484375,0
2024-11-30 14:44:00+00:00,96666.5,96666.5,96666.5,96666.5,96666.5,0
2024-11-30 14:46:00+00:00,96663.171875,96663.171875,96663.171875,96663.171875,96663.171875,0
2024-11-30 14:48:00+00:00,96582.75,96582.75,96582.75,96582.75,96582.75,0
2024-11-30 14:50:00+00:00,96530.7421875,96530.7421875,96530.7421875,96530.7421875,96530.7421875,0
2024-11-30 14:52:00+00:00,96528.03125,96528.03125,96528.03125,96528.03125,96528.03125,0
2024-11-30 14:54:00+00:00,96540.34375,96540.34375,96540.34375,96509.0703125,96509.0703125,0
2024-11-30 14:56:00+00:00,96530.8125,96530.8125,96530.8125,96530.8125,96530.8125,0
2024-11-30 14:58:00+00:00,96505.8203125,96505.8203125,96505.8203125,96505.8203125,96505.8203125,0
2024-11-30 15:00:00+00:00,96496.0078125,96496.0078125,96496.0078125,96496.0078125,96496.0078125,0
2024-11-30 15:02:00+00:00,96551.7890625,96551.7890625,96551.7890625,96551.7890625,96551.7890625,0
2024-11-30 15:04:00+00:00,96582.0234375,96582.0234375,96582.0234375,96582.0234375,96582.0234375,0
2024-11-30 15:06:00+00:00,96682.5390625,96682.5390625,96682.5390625,96682.5390625,96682.5390625,0
2024-11-30 15:08:00+00:00,96641.0078125,96641.0078125,96641.0078125,96612.8046875,96612.8046875,0
2024-11-30 15:10:00+00:00,96618.796875,96618.796875,96618.796875,96618.796875,96618.796875,0
2024-11-30 15:12:00+00:00,96666.234375,96666.234375,96666.234375,96666.234375,96666.234375,0
2024-11-30 15:14:00+00:00,96655.5703125,96655.5703125,96655.5703125,96655.5703125,96655.5703125,0
2024-11-30 15:16:00+00:00,96668.4140625,96668.4140625,96668.4140625,96668.4140625,96668.4140625,0
2024-11-30 15:18:00+00:00,96663.8359375,96663.8359375,96663.8359375,96647.4609375,96647.4609375,0
2024-11-30 15:20:00+00:00,96647.6640625,96647.6640625,96647.6640625,96647.6640625,96647.6640625,0
2024-11-30 15:22:00+00:00,96690.125,96690.125,96690.125,96690.125,96690.125,0
2024-11-30 15:24:00+00:00,96625.625,96625.625,96625.625,96625.625,96625.625,0
2024-11-30 15:26:00+00:00,96696.078125,96696.078125,96696.078125,96682.0,96682.0,0
2024-11-30 15:28:00+00:00,96699.9609375,96699.9609375,96699.9609375,96699.9609375,96699.9609375,0
2024-11-30 15:30:00+00:00,96701.796875,96701.796875,96704.03125,96701.796875,96704.03125,0
2024-11-30 15:32:00+00:00,96719.640625,96719.640625,96719.640625,96719.640625,96719.640625,0
2024-11-30 15:34:00+00:00,96664.59375,96664.59375,96664.59375,96664.59375,96664.59375,0
2024-11-30 15:36:00+00:00,96675.4765625,96675.4765625,96675.4765625,96675.4765625,96675.4765625,0
2024-11-30 15:38:00+00:00,96672.890625,96672.890625,96672.890625,96672.890625,96672.890625,0
2024-11-30 15:40:00+00:00,96682.1640625,96682.1640625,96682.1640625,96682.1640625,96682.1640625,0
2024-11-30 15:42:00+00:00,96686.359375,96686.359375,96686.359375,96686.359375,96686.359375,0
2024-11-30 15:44:00+00:00,96678.5078125,96678.5078125,96685.109375,96678.5078125,96685.109375,0
2024-11-30 15:46:00+00:00,96682.34375,96682.34375,96682.34375,96682.34375,96682.34375,0
2024-11-30 15:48:00+00:00,96679.0,96679.0,96679.0,96679.0,96679.0,0
2024-11-30 15:50:00+00:00,96733.109375,96733.109375,96766.375,96733.109375,96766.375,0
2024-11-30 15:52:00+00:00,96726.4296875,96726.4296875,96726.4296875,96726.4296875,96726.4296875,0
2024-11-30 15:54:00+00:00,96705.453125,96705.453125,96705.453125,96705.453125,96705.453125,0
2024-11-30 15:56:00+00:00,96730.296875,96730.296875,96730.296875,96730.296875,96730.296875,0
2024-11-30 15:58:00+00:00,96726.078125,96726.078125,96726.078125,96726.078125,96726.078125,0
2024-11-30 16:00:00+00:00,96677.3359375,96677.3359375,96702.8203125,96677.3359375,96702.8203125,0
2024-11-30 16:02:00+00:00,96678.1484375,96678.1484375,96678.1484375,96678.1484375,96678.1484375,0
2024-11-30 16:04:00+00:00,96727.1875,96727.1875,96727.1875,96723.3203125,96723.3203125,0
2024-11-30 16:06:00+00:00,96797.2734375,96797.2734375,96797.2734375,96761.65625,96761.65625,0
2024-11-30 16:08:00+00:00,96765.3359375,96765.3359375,96788.515625,96765.3359375,96788.515625,0
2024-11-30 16:10:00+00:00,96779.9296875,96779.9296875,96784.484375,96779.9296875,96784.484375,0
2024-11-30 16:12:00+00:00,96743.640625,96743.640625,96743.640625,96743.640625,96743.640625,0
2024-11-30 16:14:00+00:00,96682.640625,96682.640625,96720.53125,96682.640625,96720.53125,0
2024-11-30 16:16:00+00:00,96651.5078125,96651.5078125,96651.5078125,96651.5078125,96651.5078125,0
2024-11-30 16:18:00+00:00,96632.0703125,96632.0703125,96632.0703125,96619.046875,96619.046875,0
2024-11-30 16:20:00+00:00,96651.015625,96651.015625,96651.015625,96625.15625,96625.15625,0
2024-11-30 16:22:00+00:00,96606.3203125,96606.3203125,96641.328125,96606.3203125,96641.328125,0
2024-11-30 16:24:00+00:00,96623.046875,96623.046875,96623.046875,96623.046875,96623.046875,0
2024-11-30 16:26:00+00:00,96601.421875,96601.421875,96629.046875,96601.421875,96629.046875,0
2024-11-30 16:28:00+00:00,96612.046875,96612.046875,96612.046875,96612.046875,96612.046875,0
2024-11-30 16:30:00+00:00,96605.8359375,96605.8359375,96605.8359375,96602.6875,96602.6875,0
2024-11-30 16:32:00+00:00,96591.171875,96591.171875,96607.4375,96591.171875,96607.4375,0
2024-11-30 16:34:00+00:00,96601.7421875,96601.7421875,96601.7421875,96584.9296875,96584.9296875,0
2024-11-30 16:36:00+00:00,96577.546875,96577.546875,96577.546875,96577.546875,96577.546875,0
2024-11-30 16:38:00+00:00,96639.90625,96639.90625,96639.90625,96639.90625,96639.90625,0
2024-11-30 16:40:00+00:00,96633.28125,96633.28125,96633.28125,96595.109375,96595.109375,0
2024-11-30 16:42:00+00:00,96630.921875,96630.921875,96630.921875,96623.609375,96623.609375,0
2024-11-30 16:44:00+00:00,96633.375,96633.375,96633.375,96630.5078125,96630.5078125,0
2024-11-30 16:46:00+00:00,96700.9609375,96700.9609375,96700.9609375,96681.46875,96681.46875,0
2024-11-30 16:48:00+00:00,96739.046875,96739.046875,96739.046875,96721.4453125,96721.4453125,0
2024-11-30 16:50:00+00:00,96775.15625,96775.15625,96775.15625,96775.15625,96775.15625,0
2024-11-30 16:52:00+00:00,96827.859375,96827.859375,96827.859375,96827.859375,96827.859375,0
2024-11-30 16:54:00+00:00,96902.78125,96902.78125,96902.78125,96860.453125,96860.453125,0
2024-11-30 16:56:00+00:00,96949.8515625,96949.8515625,96949.8515625,96949.8515625,96949.8515625,0
2024-11-30 16:58:00+00:00,96973.7265625,96973.7265625,96973.7265625,96973.7265625,96973.7265625,0
2024-11-30 17:00:00+00:00,96971.3984375,96971.3984375,96971.3984375,96916.421875,96916.421875,0
2024-11-30 17:02:00+00:00,96984.15625,96984.15625,96984.15625,96984.15625,96984.15625,0
2024-11-30 17:04:00+00:00,96992.6484375,96992.6484375,96992.6484375,96992.6484375,96992.6484375,0
2024-11-30 17:06:00+00:00,96969.6796875,96969.6796875,96973.765625,96969.6796875,96973.765625,0
2024-11-30 17:08:00+00:00,96927.0546875,96927.0546875,96927.0546875,96927.0546875,96927.0546875,0
2024-11-30 17:10:00+00:00,96924.4453125,96924.4453125,96924.4453125,96924.4453125,96924.4453125,0
2024-11-30 17:12:00+00:00,96907.546875,96907.546875,96907.546875,96907.546875,96907.546875,0
2024-11-30 17:14:00+00:00,96884.90625,96884.90625,96884.90625,96884.90625,96884.90625,0
2024-11-30 17:16:00+00:00,96884.203125,96884.203125,96884.203125,96884.203125,96884.203125,0
2024-11-30 17:18:00+00:00,96913.0703125,96913.0703125,96913.0703125,96902.015625,96902.015625,0
2024-11-30 17:20:00+00:00,96926.2265625,96926.2265625,96926.2265625,96926.2265625,96926.2265625,0
2024-11-30 17:22:00+00:00,96971.8203125,96971.8203125,96971.8203125,96971.8203125,96971.8203125,0
2024-11-30 17:24:00+00:00,96969.171875,96969.171875,96969.171875,96969.171875,96969.171875,0
2024-11-30 17:26:00+00:00,96953.15625,96953.15625,96953.15625,96950.359375,96950.359375,0
2024-11-30 17:28:00+00:00,96950.1796875,96950.1796875,96950.1796875,96950.1796875,96950.1796875,0
2024-11-30 17:30:00+00:00,96935.140625,96935.140625,96942.5703125,96935.140625,96942.5703125,0
2024-11-30 17:32:00+00:00,96938.09375,96938.09375,96938.09375,96935.078125,96935.078125,0
2024-11-30 17:34:00+00:00,96947.0234375,96947.0234375,96947.0234375,96947.0234375,96947.0234375,0
2024-11-30 17:36:00+00:00,96911.109375,96911.109375,96911.109375,96911.109375,96911.109375,0
2024-11-30 17:38:00+00:00,96880.21875,96880.21875,96887.640625,96880.21875,96887.640625,0
2024-11-30 17:40:00+00:00,96859.4140625,96859.4140625,96869.9765625,96859.4140625,96869.9765625,0
2024-11-30 17:42:00+00:00,96896.8515625,96896.8515625,96896.8515625,96869.046875,96869.046875,0
2024-11-30 17:44:00+00:00,96889.2109375,96889.2109375,96889.2109375,96889.2109375,96889.2109375,0
2024-11-30 17:46:00+00:00,96876.890625,96876.890625,96876.890625,96876.890625,96876.890625,0
2024-11-30 17:48:00+00:00,96889.4765625,96889.4765625,96889.4765625,96877.125,96877.125,0
2024-11-30 17:50:00+00:00,96885.8828125,96885.8828125,96885.8828125,96885.8828125,96885.8828125,0
2024-11-30 17:52:00+00:00,96884.3515625,96884.3515625,96884.3515625,96884.3515625,96884.3515625,0
2024-11-30 17:54:00+00:00,96850.03125,96850.03125,96867.265625,96850.03125,96867.265625,0
2024-11-30 17:56:00+00:00,96842.5625,96842.5625,96842.5625,96842.5625,96842.5625,0
2024-11-30 17:58:00+00:00,96824.3515625,96824.3515625,96824.3515625,96824.3515625,96824.3515625,0
2024-11-30 18:00:00+00:00,96834.5078125,96834.5078125,96834.5078125,96834.5078125,96834.5078125,0
2024-11-30 18:02:00+00:00,96885.625,96885.625,96885.625,96885.625,96885.625,0
2024-11-30 18:04:00+00:00,96923.703125,96923.703125,96923.703125,96923.703125,96923.703125,0
2024-11-30 18:06:00+00:00,96915.078125,96915.078125,96915.078125,96911.5234375,96911.5234375,0
2024-11-30 18:08:00+00:00,96901.5390625,96901.5390625,96901.5390625,96901.5390625,96901.5390625,0
2024-11-30 18:10:00+00:00,96921.078125,96921.078125,96921.078125,96903.46875,96903.46875,0
2024-11-30 18:12:00+00:00,96898.6953125,96898.6953125,96898.6953125,96898.6953125,96898.6953125,0
2024-11-30 18:14:00+00:00,96915.4375,96915.4375,96917.53125,96915.4375,96917.53125,0
2024-11-30 18:16:00+00:00,96913.8671875,96913.8671875,96913.8671875,96913.8671875,96913.8671875,0
2024-11-30 18:18:00+00:00,96935.0859375,96935.0859375,96935.0859375,96935.0859375,96935.0859375,0
2024-11-30 18:20:00+00:00,96927.2109375,96927.2109375,96945.3359375,96927.2109375,96945.3359375,0
