Price,Close,High,Low,Open,Volume
Ticker,STETH-USD,STETH-USD,STETH-USD,STETH-USD,STETH-USD
Date,,,,,
2020-12-23,588.6553344726562,617.9492797851562,564.9588623046875,594.0873413085938,64860
2020-12-24,611.7874755859375,613.328125,551.7846069335938,588.6864624023438,53526
2020-12-25,626.13623046875,626.397216796875,600.4205322265625,611.759033203125,45601
2020-12-26,627.4724731445312,642.7462768554688,610.4271850585938,626.1500244140625,10297
2020-12-27,682.4671630859375,707.751220703125,617.7197875976562,627.4654541015625,90078
2020-12-28,727.0736694335938,742.2476196289062,681.3501586914062,682.4736938476562,2304
2020-12-29,720.873046875,733.033935546875,684.0540161132812,727.0776977539062,116889
2020-12-30,720.6165771484375,730.2539672851562,692.6985473632812,720.8455200195312,95180
2020-12-31,731.0296630859375,748.7804565429688,703.2874755859375,720.5980224609375,81185
2021-01-01,722.1671752929688,742.005615234375,712.7412109375,731.0283813476562,5093
2021-01-02,763.078125,775.4135131835938,710.509033203125,722.18310546875,33974
2021-01-03,952.1997680664062,977.1080932617188,759.6881713867188,763.1553955078125,35084
2021-01-04,991.251220703125,1131.822021484375,915.1947021484375,952.1668090820312,289731
2021-01-05,1103.26123046875,1122.0123291015625,931.3328247070312,991.234375,425083
2021-01-06,1181.4349365234375,1181.4349365234375,1063.988037109375,1103.6966552734375,37248
2021-01-07,1214.6373291015625,1269.7353515625,1135.3758544921875,1181.3555908203125,32000
2021-01-08,1228.1851806640625,1334.820068359375,1078.8997802734375,1215.4114990234375,57019
2021-01-09,1247.8734130859375,1301.057861328125,1158.0517578125,1228.187255859375,17155
2021-01-10,1281.677001953125,1343.8778076171875,1210.17822265625,1247.931640625,27993
2021-01-11,1095.703125,1283.80029296875,934.2594604492188,1281.6912841796875,41918
2021-01-12,1034.85302734375,1133.73046875,1000.9818725585938,1095.7869873046875,22283
2021-01-13,1138.37060546875,1148.287841796875,797.6719970703125,1034.7791748046875,56553
2021-01-14,1211.4788818359375,1229.1119384765625,1121.487060546875,1138.3865966796875,68022
2021-01-15,1170.951904296875,1238.0272216796875,1091.7869873046875,1211.7294921875,295924
2021-01-16,1224.3394775390625,1286.3460693359375,1156.919189453125,1170.86669921875,83899
2021-01-17,1197.7623291015625,1247.243408203125,1159.2322998046875,1223.4034423828125,15937
2021-01-18,1226.3419189453125,1226.7855224609375,1165.2279052734375,1198.0931396484375,95182
2021-01-19,1358.8095703125,1415.546875,1222.3787841796875,1224.8536376953125,26024
2021-01-20,1342.8603515625,1379.2049560546875,1228.92578125,1354.383056640625,8876
2021-01-21,1118.6336669921875,1342.215087890625,1092.5084228515625,1342.215087890625,12499
2021-01-22,1222.072509765625,1311.2344970703125,1040.8555908203125,1115.1116943359375,17611
2021-01-23,1230.167724609375,1267.663818359375,1197.5167236328125,1222.1510009765625,13234
2021-01-24,1341.5460205078125,1343.7515869140625,1226.18505859375,1230.34912109375,8732
2021-01-25,1330.399658203125,1483.993896484375,1308.1956787109375,1341.330322265625,2899
2021-01-26,1351.9599609375,1381.410888671875,1251.6517333984375,1330.3660888671875,57576
2021-01-27,1253.2640380859375,1365.593994140625,1215.3017578125,1354.597412109375,717095
2021-01-28,1333.482666015625,1356.33544921875,1226.1739501953125,1253.1871337890625,142652
2021-01-29,1363.721435546875,1426.264892578125,1292.47900390625,1369.27880859375,288
2021-01-30,1336.9901123046875,1380.4329833984375,1266.47802734375,1363.71435546875,2892
2021-01-31,1326.3629150390625,1398.3580322265625,1274.9530029296875,1337.26416015625,19256
2021-02-01,1371.2005615234375,1373.233154296875,1262.876708984375,1326.3638916015625,303434
2021-02-02,1515.1094970703125,1543.51171875,1363.7703857421875,1368.2044677734375,1641086
2021-02-03,1657.398681640625,1657.398681640625,1510.873046875,1516.787841796875,231308
2021-02-04,1594.2725830078125,1685.8348388671875,1558.8565673828125,1657.637939453125,180439
2021-02-05,1719.5589599609375,1759.0335693359375,1594.1859130859375,1594.1859130859375,170494
2021-02-06,1677.891357421875,1738.8671875,1636.2734375,1720.281494140625,1176535
2021-02-07,1614.6512451171875,1689.664306640625,1502.4415283203125,1677.7039794921875,131391
2021-02-08,1747.38818359375,1765.308349609375,1572.12353515625,1614.84912109375,229327
2021-02-09,1762.4141845703125,1814.2191162109375,1720.1627197265625,1747.089599609375,668181
2021-02-10,1711.0965576171875,1819.7181396484375,1672.862548828125,1762.941162109375,503252
2021-02-11,1781.585693359375,1790.525146484375,1690.5137939453125,1711.0894775390625,393422
2021-02-12,1834.777587890625,1847.5142822265625,1722.891845703125,1781.8275146484375,1304647
2021-02-13,1812.8143310546875,1855.6019287109375,1763.1251220703125,1834.31591796875,684740
2021-02-14,1806.043212890625,1844.338134765625,1789.699462890625,1812.6737060546875,4674487
2021-02-15,1730.6304931640625,1833.630859375,1683.9171142578125,1805.0068359375,366716
2021-02-16,1776.184814453125,1839.3590087890625,1704.655517578125,1743.8209228515625,698271
2021-02-17,1827.8228759765625,1834.355712890625,1731.0111083984375,1776.186279296875,515172
2021-02-18,1932.12255859375,1946.0836181640625,1812.009521484375,1828.04248046875,324347
